,product_category(1),product_category(2),product_category(3),product_category(4),product_category(5),product_category(6)
31523,22,145,699,910,442,89
31524,5,22,151,910,442,89
31525,22,145,699,910,442,89
31526,8,11,102,910,442,89
31527,9,13,155,910,442,89
31528,22,145,699,910,442,89
31529,22,145,699,910,442,89
31530,8,15,15,910,442,89
31531,22,145,699,910,442,89
31532,22,145,699,910,442,89
31533,1,1,699,910,442,89
31534,22,145,699,910,442,89
31535,22,145,699,910,442,89
31536,17,65,115,910,442,89
31537,22,145,699,910,442,89
31538,6,21,699,910,442,89
31539,3,3,2,2,442,89
31540,3,12,78,259,442,89
31541,22,145,699,910,442,89
31542,22,145,699,910,442,89
31543,22,145,699,910,442,89
31544,22,145,699,910,442,89
31545,10,25,24,85,121,89
31546,1,9,55,37,442,89
31547,22,145,699,910,442,89
31548,22,145,699,910,442,89
31549,8,24,23,910,442,89
31550,22,145,699,910,442,89
31551,1,1,699,910,442,89
31552,4,14,13,25,442,89
31553,4,14,13,6,442,89
31554,3,12,78,102,442,89
31555,2,2,70,221,184,89
31556,3,3,2,5,180,89
31557,22,145,699,910,442,89
31558,22,145,699,910,442,89
31559,22,145,699,910,442,89
31560,22,145,699,910,442,89
31561,4,28,33,295,442,89
31562,22,145,699,910,442,89
31563,22,145,699,910,442,89
31564,22,145,699,910,442,89
31565,22,145,699,910,442,89
31566,8,24,23,910,442,89
31567,3,3,2,5,31,89
31568,8,84,187,910,442,89
31569,3,16,16,910,442,89
31570,2,2,1,9,321,89
31571,22,145,699,910,442,89
31572,4,5,26,48,442,89
31573,22,145,699,910,442,89
31574,22,145,699,910,442,89
31575,22,145,699,910,442,89
31576,4,38,48,30,442,89
31577,17,65,340,431,442,89
31578,22,145,699,910,442,89
31579,3,12,307,910,442,89
31580,1,1,699,910,442,89
31581,22,145,699,910,442,89
31582,1,1,699,910,442,89
31583,6,21,699,910,442,89
31584,11,64,171,910,442,89
31585,22,145,699,910,442,89
31586,3,16,32,910,442,89
31587,3,8,77,910,442,89
31588,1,1,699,910,442,89
31589,3,3,2,5,1,89
31590,6,83,699,910,442,89
31591,12,30,37,96,442,89
31592,4,42,63,182,98,89
31593,22,145,699,910,442,89
31594,22,145,699,910,442,89
31595,8,56,328,910,442,89
31596,14,82,178,151,322,61
31597,22,145,699,910,442,89
31598,22,145,699,910,442,89
31599,9,31,54,36,442,89
31600,22,145,699,910,442,89
31601,4,42,174,140,442,89
31602,22,145,699,910,442,89
31603,22,145,699,910,442,89
31604,1,9,53,38,442,89
31605,22,145,699,910,442,89
31606,22,145,699,910,442,89
31607,22,145,699,910,442,89
31608,2,2,287,303,442,89
31609,22,145,699,910,442,89
31610,10,25,236,205,442,89
31611,8,50,88,910,442,89
31612,4,48,699,910,442,89
31613,22,145,699,910,442,89
31614,8,11,102,910,442,89
31615,22,145,699,910,442,89
31616,7,10,699,910,442,89
31617,22,145,699,910,442,89
31618,22,145,699,910,442,89
31619,2,2,1,9,3,89
31620,3,8,7,910,442,89
31621,22,145,699,910,442,89
31622,2,20,19,137,442,89
31623,4,42,63,73,442,89
31624,22,145,699,910,442,89
31625,22,145,699,910,442,89
31626,3,12,78,297,442,89
31627,22,145,699,910,442,89
31628,3,60,108,910,442,89
31629,1,9,73,910,442,89
31630,22,145,699,910,442,89
31631,22,145,699,910,442,89
31632,8,15,15,910,442,89
31633,4,75,222,910,442,89
31634,8,63,123,910,442,89
31635,20,126,497,910,442,89
31636,14,41,410,910,442,89
31637,22,145,699,910,442,89
31638,4,47,110,910,442,89
31639,4,28,33,18,442,89
31640,22,145,699,910,442,89
31641,3,3,2,5,1,89
31642,4,14,13,101,442,89
31643,3,12,67,80,29,89
31644,22,145,699,910,442,89
31645,22,145,699,910,442,89
31646,5,39,51,910,442,89
31647,5,39,62,910,442,89
31648,4,26,385,682,442,89
31649,22,145,699,910,442,89
31650,3,12,11,4,442,89
31651,22,145,699,910,442,89
31652,22,145,699,910,442,89
31653,22,145,699,910,442,89
31654,4,14,13,11,442,89
31655,4,42,63,162,442,89
31656,11,110,343,910,442,89
31657,8,15,15,910,442,89
31658,22,145,699,910,442,89
31659,9,31,89,70,442,89
31660,11,66,313,624,442,89
31661,4,14,335,340,442,89
31662,22,145,699,910,442,89
31663,22,145,699,910,442,89
31664,22,145,699,910,442,89
31665,6,21,699,910,442,89
31666,22,145,699,910,442,89
31667,1,1,699,910,442,89
31668,6,74,699,910,442,89
31669,1,1,699,910,442,89
31670,22,145,699,910,442,89
31671,12,30,37,65,33,3
31672,9,31,84,66,442,89
31673,8,24,46,910,442,89
31674,1,23,22,910,442,89
31675,8,11,28,910,442,89
31676,22,145,699,910,442,89
31677,22,145,699,910,442,89
31678,9,31,84,66,442,89
31679,22,145,699,910,442,89
31680,17,65,516,910,442,89
31681,1,1,699,910,442,89
31682,4,14,13,11,442,89
31683,4,14,38,498,442,89
31684,22,145,699,910,442,89
31685,11,27,548,910,442,89
31686,9,31,80,64,442,89
31687,5,45,177,910,442,89
31688,22,145,699,910,442,89
31689,22,145,699,910,442,89
31690,3,3,2,2,442,89
31691,22,145,699,910,442,89
31692,22,145,699,910,442,89
31693,4,14,13,213,81,89
31694,3,8,77,910,442,89
31695,22,145,699,910,442,89
31696,4,14,13,268,442,89
31697,3,49,87,910,442,89
31698,11,27,134,910,442,89
31699,4,14,59,41,146,89
31700,1,23,40,910,442,89
31701,22,145,699,910,442,89
31702,22,145,699,910,442,89
31703,4,14,335,340,442,89
31704,1,9,49,31,442,89
31705,1,9,8,910,442,89
31706,22,145,699,910,442,89
31707,5,39,321,910,442,89
31708,22,145,699,910,442,89
31709,22,145,699,910,442,89
31710,22,145,699,910,442,89
31711,10,25,45,72,442,89
31712,22,145,699,910,442,89
31713,5,39,62,910,442,89
31714,22,145,699,910,442,89
31715,22,145,699,910,442,89
31716,2,2,70,221,131,89
31717,3,3,2,2,442,89
31718,22,145,699,910,442,89
31719,2,2,9,32,442,89
31720,22,145,699,910,442,89
31721,4,14,13,8,2,89
31722,13,35,56,39,442,89
31723,22,145,699,910,442,89
31724,22,145,699,910,442,89
31725,3,16,16,910,442,89
31726,22,145,699,910,442,89
31727,8,11,102,910,442,89
31728,12,30,37,28,103,89
31729,19,135,581,910,442,89
31730,1,23,22,910,442,89
31731,22,145,699,910,442,89
31732,6,83,699,910,442,89
31733,22,145,699,910,442,89
31734,22,145,699,910,442,89
31735,22,145,699,910,442,89
31736,11,64,235,910,442,89
31737,1,9,14,910,442,89
31738,22,145,699,910,442,89
31739,3,3,2,2,442,89
31740,22,145,699,910,442,89
31741,22,145,699,910,442,89
31742,2,2,1,306,128,89
31743,8,24,23,910,442,89
31744,8,11,43,910,442,89
31745,22,145,699,910,442,89
31746,8,50,277,910,442,89
31747,22,145,699,910,442,89
31748,22,145,699,910,442,89
31749,1,1,699,910,442,89
31750,3,3,2,5,1,89
31751,22,145,699,910,442,89
31752,22,145,699,910,442,89
31753,22,145,699,910,442,89
31754,19,135,582,910,442,89
31755,22,145,699,910,442,89
31756,1,1,699,910,442,89
31757,3,18,18,26,442,89
31758,22,145,699,910,442,89
31759,22,145,699,910,442,89
31760,22,145,699,910,442,89
31761,22,145,699,910,442,89
31762,22,145,699,910,442,89
31763,22,145,699,910,442,89
31764,22,145,699,910,442,89
31765,6,74,699,910,442,89
31766,22,145,699,910,442,89
31767,22,145,699,910,442,89
31768,22,145,699,910,442,89
31769,22,145,699,910,442,89
31770,6,21,699,910,442,89
31771,22,145,699,910,442,89
31772,4,14,13,63,442,89
31773,22,145,699,910,442,89
31774,4,38,58,159,117,89
31775,1,1,699,910,442,89
31776,22,145,699,910,442,89
31777,22,145,699,910,442,89
31778,9,31,80,64,442,89
31779,22,145,699,910,442,89
31780,4,28,33,18,442,89
31781,22,145,699,910,442,89
31782,22,145,699,910,442,89
31783,5,39,51,910,442,89
31784,22,145,699,910,442,89
31785,3,3,2,2,442,89
31786,1,9,65,49,442,89
31787,22,145,699,910,442,89
31788,22,145,699,910,442,89
31789,9,31,89,70,442,89
31790,22,145,699,910,442,89
31791,22,145,699,910,442,89
31792,3,18,18,26,442,89
31793,13,35,243,337,442,89
31794,1,9,53,275,442,89
31795,1,29,179,910,442,89
31796,22,145,699,910,442,89
31797,22,145,699,910,442,89
31798,22,145,699,910,442,89
31799,3,3,2,2,442,89
31800,14,41,132,114,442,89
31801,1,29,34,910,442,89
31802,1,1,699,910,442,89
31803,8,34,106,910,442,89
31804,2,2,47,74,19,89
31805,22,145,699,910,442,89
31806,1,1,699,910,442,89
31807,22,145,699,910,442,89
31808,11,88,205,910,442,89
31809,5,22,21,910,442,89
31810,22,145,699,910,442,89
31811,5,39,62,910,442,89
31812,22,145,699,910,442,89
31813,22,145,699,910,442,89
31814,22,145,699,910,442,89
31815,9,31,54,143,442,89
31816,6,76,699,910,442,89
31817,22,145,699,910,442,89
31818,22,145,699,910,442,89
31819,4,4,3,910,442,89
31820,4,14,13,176,442,89
31821,3,49,87,910,442,89
31822,10,25,45,77,442,89
31823,19,71,583,910,442,89
31824,22,145,699,910,442,89
31825,1,29,34,910,442,89
31826,22,145,699,910,442,89
31827,22,145,699,910,442,89
31828,5,53,104,910,442,89
31829,10,25,45,95,442,89
31830,9,31,39,272,442,89
31831,22,145,699,910,442,89
31832,22,145,699,910,442,89
31833,22,145,699,910,442,89
31834,8,15,15,910,442,89
31835,22,145,699,910,442,89
31836,22,145,699,910,442,89
31837,8,11,102,910,442,89
31838,3,3,2,5,39,89
31839,8,34,227,910,442,89
31840,5,6,103,910,442,89
31841,22,145,699,910,442,89
31842,10,25,45,88,442,89
31843,22,145,699,910,442,89
31844,5,39,51,910,442,89
31845,4,5,79,204,442,89
31846,22,145,699,910,442,89
31847,1,9,49,31,442,89
31848,22,145,699,910,442,89
31849,1,1,699,910,442,89
31850,1,1,699,910,442,89
31851,22,145,699,910,442,89
31852,22,145,699,910,442,89
31853,22,145,699,910,442,89
31854,22,145,699,910,442,89
31855,8,11,28,910,442,89
31856,22,145,699,910,442,89
31857,22,145,699,910,442,89
31858,5,6,5,910,442,89
31859,4,14,13,11,442,89
31860,4,42,63,239,442,89
31861,22,145,699,910,442,89
31862,22,145,699,910,442,89
31863,11,27,31,409,442,89
31864,22,145,699,910,442,89
31865,22,145,699,910,442,89
31866,22,145,699,910,442,89
31867,1,9,8,910,442,89
31868,22,145,699,910,442,89
31869,22,145,699,910,442,89
31870,11,87,298,910,442,89
31871,22,145,699,910,442,89
31872,22,145,699,910,442,89
31873,22,145,699,910,442,89
31874,2,2,1,9,3,89
31875,22,145,699,910,442,89
31876,3,18,18,400,442,89
31877,1,1,699,910,442,89
31878,22,145,699,910,442,89
31879,22,145,699,910,442,89
31880,22,145,699,910,442,89
31881,8,24,228,910,442,89
31882,3,3,2,5,39,89
31883,4,14,13,11,442,89
31884,8,37,699,910,442,89
31885,3,3,2,2,442,89
31886,1,9,157,910,442,89
31887,9,31,54,36,442,89
31888,22,145,699,910,442,89
31889,3,3,2,2,442,89
31890,22,145,699,910,442,89
31891,13,35,243,230,442,89
31892,22,145,699,910,442,89
31893,22,145,699,910,442,89
31894,22,145,699,910,442,89
31895,11,66,362,683,442,89
31896,4,28,175,244,94,89
31897,8,37,699,910,442,89
31898,22,145,699,910,442,89
31899,22,145,699,910,442,89
31900,22,145,699,910,442,89
31901,3,18,18,7,442,89
31902,1,23,22,910,442,89
31903,22,145,699,910,442,89
31904,4,38,48,30,442,89
31905,8,34,194,910,442,89
31906,22,145,699,910,442,89
31907,22,145,699,910,442,89
31908,22,145,699,910,442,89
31909,9,31,164,910,442,89
31910,12,30,130,208,442,89
31911,12,30,291,484,217,89
31912,22,145,699,910,442,89
31913,10,25,45,51,233,44
31914,3,12,78,297,442,89
31915,22,145,699,910,442,89
31916,1,9,8,910,442,89
31917,4,42,63,239,442,89
31918,2,2,1,9,3,89
31919,22,145,699,910,442,89
31920,22,145,699,910,442,89
31921,1,1,699,910,442,89
31922,1,1,699,910,442,89
31923,22,145,699,910,442,89
31924,22,145,699,910,442,89
31925,3,12,67,54,62,89
31926,1,1,699,910,442,89
31927,10,105,275,261,106,89
31928,11,27,31,651,442,89
31929,6,19,699,910,442,89
31930,5,45,173,910,442,89
31931,22,145,699,910,442,89
31932,10,25,45,51,12,1
31933,22,145,699,910,442,89
31934,22,145,699,910,442,89
31935,9,31,54,429,442,89
31936,2,2,1,9,169,89
31937,4,14,13,11,442,89
31938,3,16,32,910,442,89
31939,1,23,22,910,442,89
31940,22,145,699,910,442,89
31941,22,145,699,910,442,89
31942,22,145,699,910,442,89
31943,3,8,77,910,442,89
31944,22,145,699,910,442,89
31945,13,35,403,601,442,89
31946,22,145,699,910,442,89
31947,22,145,699,910,442,89
31948,10,25,24,85,121,89
31949,6,21,699,910,442,89
31950,1,1,699,910,442,89
31951,6,21,699,910,442,89
31952,22,145,699,910,442,89
31953,3,3,2,5,180,89
31954,22,145,699,910,442,89
31955,22,145,699,910,442,89
31956,12,30,291,381,276,89
31957,22,145,699,910,442,89
31958,3,3,2,2,442,89
31959,8,63,123,910,442,89
31960,22,145,699,910,442,89
31961,5,91,225,910,442,89
31962,22,145,699,910,442,89
31963,22,145,699,910,442,89
31964,8,50,91,910,442,89
31965,2,20,345,417,442,89
31966,1,9,73,910,442,89
31967,1,1,699,910,442,89
31968,22,145,699,910,442,89
31969,22,145,699,910,442,89
31970,1,9,53,86,442,89
31971,2,2,1,9,15,89
31972,22,145,699,910,442,89
31973,2,2,70,57,442,89
31974,4,42,63,76,442,89
31975,4,42,63,239,442,89
31976,22,145,699,910,442,89
31977,22,145,699,910,442,89
31978,1,1,699,910,442,89
31979,3,8,77,910,442,89
31980,22,145,699,910,442,89
31981,5,39,51,910,442,89
31982,22,145,699,910,442,89
31983,22,145,699,910,442,89
31984,2,2,1,9,3,89
31985,8,11,118,910,442,89
31986,1,9,55,37,442,89
31987,12,30,145,910,442,89
31988,14,82,178,147,54,62
31989,22,145,699,910,442,89
31990,1,23,22,910,442,89
31991,22,145,699,910,442,89
31992,22,145,699,910,442,89
31993,4,14,13,11,442,89
31994,22,145,699,910,442,89
31995,22,145,699,910,442,89
31996,22,145,699,910,442,89
31997,22,145,699,910,442,89
31998,1,1,699,910,442,89
31999,22,145,699,910,442,89
32000,4,42,63,239,442,89
32001,22,145,699,910,442,89
32002,10,25,45,51,12,1
32003,22,145,699,910,442,89
32004,3,8,7,910,442,89
32005,3,78,699,910,442,89
32006,22,145,699,910,442,89
32007,22,145,699,910,442,89
32008,22,145,699,910,442,89
32009,22,145,699,910,442,89
32010,22,145,699,910,442,89
32011,9,31,258,236,442,89
32012,22,145,699,910,442,89
32013,4,28,33,18,442,89
32014,22,145,699,910,442,89
32015,22,145,699,910,442,89
32016,1,9,157,910,442,89
32017,22,145,699,910,442,89
32018,22,145,699,910,442,89
32019,22,145,699,910,442,89
32020,22,145,699,910,442,89
32021,2,20,19,137,442,89
32022,2,2,47,27,442,89
32023,22,145,699,910,442,89
32024,22,145,699,910,442,89
32025,3,12,67,84,43,89
32026,1,9,185,153,87,89
32027,22,145,699,910,442,89
32028,22,145,699,910,442,89
32029,4,5,79,204,442,89
32030,5,73,149,910,442,89
32031,22,145,699,910,442,89
32032,22,145,699,910,442,89
32033,6,21,699,910,442,89
32034,22,145,699,910,442,89
32035,19,71,146,124,442,89
32036,5,6,5,910,442,89
32037,22,145,699,910,442,89
32038,22,145,699,910,442,89
32039,3,16,16,910,442,89
32040,22,145,699,910,442,89
32041,22,145,699,910,442,89
32042,12,30,37,65,33,36
32043,22,145,699,910,442,89
32044,11,64,180,277,442,89
32045,22,145,699,910,442,89
32046,1,23,22,910,442,89
32047,1,9,53,38,442,89
32048,22,145,699,910,442,89
32049,12,85,372,391,442,89
32050,15,46,584,910,442,89
32051,8,56,99,910,442,89
32052,22,145,699,910,442,89
32053,2,20,142,121,442,89
32054,22,145,699,910,442,89
32055,22,145,699,910,442,89
32056,11,27,31,577,442,89
32057,1,9,66,910,442,89
32058,4,5,79,61,442,89
32059,4,14,13,109,189,89
32060,22,145,699,910,442,89
32061,1,81,304,910,442,89
32062,5,45,285,910,442,89
32063,22,145,699,910,442,89
32064,10,25,24,53,13,89
32065,22,145,699,910,442,89
32066,3,8,57,910,442,89
32067,1,9,431,910,442,89
32068,22,145,699,910,442,89
32069,22,145,699,910,442,89
32070,4,26,246,218,442,89
32071,22,145,699,910,442,89
32072,22,145,699,910,442,89
32073,22,145,699,910,442,89
32074,4,14,13,268,442,89
32075,14,82,178,147,111,17
32076,10,25,45,51,12,1
32077,4,14,13,8,2,89
32078,22,145,699,910,442,89
32079,1,9,8,910,442,89
32080,8,50,535,910,442,89
32081,22,145,699,910,442,89
32082,8,24,46,910,442,89
32083,22,145,699,910,442,89
32084,22,145,699,910,442,89
32085,4,14,38,284,442,89
32086,22,145,699,910,442,89
32087,4,28,33,18,442,89
32088,2,20,19,137,442,89
32089,5,6,5,910,442,89
32090,8,15,117,910,442,89
32091,4,14,13,79,442,89
32092,22,145,699,910,442,89
32093,22,145,699,910,442,89
32094,9,31,54,143,442,89
32095,8,24,46,910,442,89
32096,1,1,699,910,442,89
32097,3,8,57,910,442,89
32098,22,145,699,910,442,89
32099,5,53,104,910,442,89
32100,1,9,49,31,442,89
32101,22,145,699,910,442,89
32102,8,24,23,910,442,89
32103,4,5,324,684,442,89
32104,1,9,8,910,442,89
32105,2,20,19,137,442,89
32106,22,145,699,910,442,89
32107,19,99,421,910,442,89
32108,5,45,245,910,442,89
32109,12,30,37,65,33,36
32110,22,145,699,910,442,89
32111,17,65,115,910,442,89
32112,1,1,699,910,442,89
32113,22,145,699,910,442,89
32114,22,145,699,910,442,89
32115,3,3,2,2,442,89
32116,5,53,104,910,442,89
32117,22,145,699,910,442,89
32118,22,145,699,910,442,89
32119,22,145,699,910,442,89
32120,16,51,699,910,442,89
32121,3,8,7,910,442,89
32122,1,1,699,910,442,89
32123,22,145,699,910,442,89
32124,3,16,16,910,442,89
32125,22,145,699,910,442,89
32126,22,145,699,910,442,89
32127,4,14,13,11,442,89
32128,22,145,699,910,442,89
32129,3,49,127,106,38,89
32130,3,3,2,5,180,89
32131,2,2,47,27,442,89
32132,1,29,318,301,442,89
32133,22,145,699,910,442,89
32134,22,145,699,910,442,89
32135,4,42,63,197,442,89
32136,2,20,142,121,442,89
32137,22,145,699,910,442,89
32138,8,37,699,910,442,89
32139,3,8,7,910,442,89
32140,22,145,699,910,442,89
32141,1,29,242,910,442,89
32142,22,145,699,910,442,89
32143,22,145,699,910,442,89
32144,22,145,699,910,442,89
32145,2,2,1,9,3,89
32146,22,145,699,910,442,89
32147,22,145,699,910,442,89
32148,8,24,23,910,442,89
32149,22,145,699,910,442,89
32150,5,22,21,910,442,89
32151,1,23,22,910,442,89
32152,22,145,699,910,442,89
32153,3,3,2,5,31,89
32154,4,38,48,30,442,89
32155,22,145,699,910,442,89
32156,22,145,699,910,442,89
32157,8,24,23,910,442,89
32158,4,14,13,79,442,89
32159,22,145,699,910,442,89
32160,3,16,111,200,77,89
32161,2,20,19,137,442,89
32162,22,145,699,910,442,89
32163,22,145,699,910,442,89
32164,8,15,117,910,442,89
32165,4,38,58,635,442,89
32166,8,24,23,910,442,89
32167,22,145,699,910,442,89
32168,2,2,70,221,131,89
32169,11,27,327,910,442,89
32170,4,42,63,73,442,89
32171,22,145,699,910,442,89
32172,4,14,13,109,101,89
32173,4,42,63,73,442,89
32174,22,145,699,910,442,89
32175,1,9,55,37,442,89
32176,22,145,699,910,442,89
32177,22,145,699,910,442,89
32178,5,53,104,910,442,89
32179,22,145,699,910,442,89
32180,10,25,45,95,442,89
32181,8,24,23,910,442,89
32182,22,145,699,910,442,89
32183,1,9,8,910,442,89
32184,1,9,339,685,442,89
32185,22,145,699,910,442,89
32186,4,5,334,910,442,89
32187,3,3,2,2,442,89
32188,22,145,699,910,442,89
32189,5,73,149,910,442,89
32190,22,145,699,910,442,89
32191,8,24,46,910,442,89
32192,22,145,699,910,442,89
32193,22,145,699,910,442,89
32194,22,145,699,910,442,89
32195,5,6,5,910,442,89
32196,3,3,2,2,442,89
32197,10,25,24,85,27,89
32198,22,145,699,910,442,89
32199,22,145,699,910,442,89
32200,22,145,699,910,442,89
32201,1,9,65,90,442,89
32202,3,3,2,2,442,89
32203,8,56,99,910,442,89
32204,22,145,699,910,442,89
32205,1,9,8,910,442,89
32206,1,9,8,910,442,89
32207,22,145,699,910,442,89
32208,1,9,8,910,442,89
32209,3,12,67,84,143,89
32210,8,37,699,910,442,89
32211,22,145,699,910,442,89
32212,22,145,699,910,442,89
32213,12,30,37,28,148,89
32214,10,25,24,85,27,89
32215,4,38,58,40,442,89
32216,22,145,699,910,442,89
32217,1,9,73,910,442,89
32218,6,76,699,910,442,89
32219,22,145,699,910,442,89
32220,2,20,19,137,442,89
32221,22,145,699,910,442,89
32222,6,21,699,910,442,89
32223,1,9,49,31,442,89
32224,9,31,54,42,442,89
32225,1,9,53,275,442,89
32226,22,145,699,910,442,89
32227,2,2,1,75,20,37
32228,12,30,130,138,442,89
32229,22,145,699,910,442,89
32230,22,145,699,910,442,89
32231,22,145,699,910,442,89
32232,6,21,699,910,442,89
32233,8,36,430,910,442,89
32234,22,145,699,910,442,89
32235,22,145,699,910,442,89
32236,22,145,699,910,442,89
32237,14,82,178,147,111,40
32238,5,6,103,910,442,89
32239,1,1,699,910,442,89
32240,2,2,1,144,178,32
32241,22,145,699,910,442,89
32242,1,1,699,910,442,89
32243,4,48,186,910,442,89
32244,22,145,699,910,442,89
32245,5,39,62,910,442,89
32246,22,145,699,910,442,89
32247,8,24,23,910,442,89
32248,2,2,20,910,442,89
32249,22,145,699,910,442,89
32250,6,19,699,910,442,89
32251,3,8,77,910,442,89
32252,22,145,699,910,442,89
32253,22,145,699,910,442,89
32254,22,145,699,910,442,89
32255,4,14,158,164,253,89
32256,22,145,699,910,442,89
32257,22,145,699,910,442,89
32258,8,24,46,910,442,89
32259,22,145,699,910,442,89
32260,2,2,1,9,3,89
32261,12,30,37,28,185,89
32262,22,145,699,910,442,89
32263,1,1,699,910,442,89
32264,22,145,699,910,442,89
32265,22,145,699,910,442,89
32266,3,3,2,5,1,89
32267,22,145,699,910,442,89
32268,9,31,54,143,442,89
32269,4,28,33,18,442,89
32270,8,24,23,910,442,89
32271,22,145,699,910,442,89
32272,1,9,483,668,442,89
32273,8,24,206,910,442,89
32274,1,1,699,910,442,89
32275,22,145,699,910,442,89
32276,22,145,699,910,442,89
32277,22,145,699,910,442,89
32278,1,1,699,910,442,89
32279,1,1,699,910,442,89
32280,8,15,15,910,442,89
32281,3,8,77,910,442,89
32282,22,145,699,910,442,89
32283,22,145,699,910,442,89
32284,14,41,166,561,442,89
32285,2,20,19,137,442,89
32286,1,9,49,31,442,89
32287,8,33,699,910,442,89
32288,6,74,699,910,442,89
32289,22,145,699,910,442,89
32290,10,25,45,320,442,89
32291,1,9,49,31,442,89
32292,22,145,699,910,442,89
32293,22,145,699,910,442,89
32294,4,14,13,25,442,89
32295,22,145,699,910,442,89
32296,22,145,699,910,442,89
32297,8,33,699,910,442,89
32298,22,145,699,910,442,89
32299,8,84,187,910,442,89
32300,4,14,59,166,247,89
32301,5,39,51,910,442,89
32302,22,145,699,910,442,89
32303,22,145,699,910,442,89
32304,1,1,699,910,442,89
32305,9,13,234,910,442,89
32306,22,145,699,910,442,89
32307,1,9,30,910,442,89
32308,3,16,16,910,442,89
32309,22,145,699,910,442,89
32310,22,145,699,910,442,89
32311,3,12,67,80,29,89
32312,22,145,699,910,442,89
32313,22,145,699,910,442,89
32314,4,26,152,209,80,89
32315,4,28,76,910,442,89
32316,22,145,699,910,442,89
32317,1,17,140,910,442,89
32318,22,145,699,910,442,89
32319,1,1,699,910,442,89
32320,1,9,66,910,442,89
32321,22,145,699,910,442,89
32322,1,1,699,910,442,89
32323,22,145,699,910,442,89
32324,22,145,699,910,442,89
32325,22,145,699,910,442,89
32326,9,31,39,449,442,89
32327,4,129,699,910,442,89
32328,22,145,699,910,442,89
32329,1,23,22,910,442,89
32330,22,145,699,910,442,89
32331,8,34,194,910,442,89
32332,22,145,699,910,442,89
32333,22,145,699,910,442,89
32334,4,38,48,30,442,89
32335,22,145,699,910,442,89
32336,22,145,699,910,442,89
32337,22,145,699,910,442,89
32338,8,24,46,910,442,89
32339,14,82,374,686,323,89
32340,8,50,277,910,442,89
32341,22,145,699,910,442,89
32342,3,3,2,2,442,89
32343,3,8,7,910,442,89
32344,3,8,7,910,442,89
32345,4,28,175,141,442,89
32346,9,31,80,64,442,89
32347,1,9,14,910,442,89
32348,22,145,699,910,442,89
32349,22,145,699,910,442,89
32350,3,12,67,84,26,89
32351,22,145,699,910,442,89
32352,22,145,699,910,442,89
32353,6,74,699,910,442,89
32354,1,9,49,31,442,89
32355,5,39,321,910,442,89
32356,2,2,1,9,15,89
32357,22,145,699,910,442,89
32358,22,145,699,910,442,89
32359,22,145,699,910,442,89
32360,22,145,699,910,442,89
32361,19,99,421,910,442,89
32362,22,145,699,910,442,89
32363,22,145,699,910,442,89
32364,22,145,699,910,442,89
32365,22,145,699,910,442,89
32366,22,145,699,910,442,89
32367,6,19,699,910,442,89
32368,4,38,48,30,442,89
32369,22,145,699,910,442,89
32370,22,145,699,910,442,89
32371,1,1,699,910,442,89
32372,8,50,91,910,442,89
32373,10,25,45,51,12,1
32374,22,145,699,910,442,89
32375,22,145,699,910,442,89
32376,22,145,699,910,442,89
32377,22,145,699,910,442,89
32378,3,8,7,910,442,89
32379,22,145,699,910,442,89
32380,4,14,13,25,442,89
32381,3,3,2,2,442,89
32382,11,27,134,910,442,89
32383,22,145,699,910,442,89
32384,12,30,37,65,25,89
32385,8,24,46,910,442,89
32386,1,9,55,607,442,89
32387,2,2,1,9,3,89
32388,22,145,699,910,442,89
32389,4,42,63,73,442,89
32390,22,145,699,910,442,89
32391,22,145,699,910,442,89
32392,1,29,179,910,442,89
32393,22,145,699,910,442,89
32394,2,2,1,75,46,4
32395,3,3,2,2,442,89
32396,22,145,699,910,442,89
32397,22,145,699,910,442,89
32398,22,145,699,910,442,89
32399,1,9,14,910,442,89
32400,14,82,178,151,55,7
32401,22,145,699,910,442,89
32402,3,12,67,54,14,89
32403,9,31,39,623,442,89
32404,8,11,10,910,442,89
32405,3,12,78,60,442,89
32406,4,38,58,40,442,89
32407,8,15,15,910,442,89
32408,22,145,699,910,442,89
32409,12,30,37,96,442,89
32410,1,9,66,910,442,89
32411,22,145,699,910,442,89
32412,22,145,699,910,442,89
32413,22,145,699,910,442,89
32414,22,145,699,910,442,89
32415,4,5,75,910,442,89
32416,3,18,25,512,442,89
32417,1,9,65,49,442,89
32418,22,145,699,910,442,89
32419,22,145,699,910,442,89
32420,22,145,699,910,442,89
32421,22,145,699,910,442,89
32422,1,17,17,910,442,89
32423,22,145,699,910,442,89
32424,22,145,699,910,442,89
32425,22,145,699,910,442,89
32426,8,24,23,910,442,89
32427,22,145,699,910,442,89
32428,2,20,142,357,442,89
32429,1,9,73,910,442,89
32430,12,30,130,629,442,89
32431,22,145,699,910,442,89
32432,1,1,699,910,442,89
32433,8,32,699,910,442,89
32434,22,145,699,910,442,89
32435,22,145,699,910,442,89
32436,1,1,699,910,442,89
32437,22,145,699,910,442,89
32438,22,145,699,910,442,89
32439,22,145,699,910,442,89
32440,22,145,699,910,442,89
32441,2,2,1,306,175,89
32442,16,51,699,910,442,89
32443,22,145,699,910,442,89
32444,22,145,699,910,442,89
32445,22,145,699,910,442,89
32446,22,145,699,910,442,89
32447,5,39,51,910,442,89
32448,8,11,10,910,442,89
32449,22,145,699,910,442,89
32450,22,145,699,910,442,89
32451,22,145,699,910,442,89
32452,3,8,57,910,442,89
